,상권코드,상권명,시군구코드
754,1001472,논현종합시장,11680
755,1001473,청담삼익시장,11680
756,1001251,서울 강북구 미아삼거리역_1,11305
757,1001220,서울 종로구 동대문역_2,11110
758,1001221,장안동사거리,11230
759,1001222,동묘앞역,11110
760,1001223,서울 종로구 광화문역_2,11110
761,1001224,서울 동대문구 신설동역_1,11230
762,1001225,신설동역,11110
763,1001197,장한평역_2,11230
764,1001198,서울 강서구 송정역,11500
765,1001168,남영역,11170
766,1001169,서울 용산구 숙대입구역,11170
767,1001170,공덕역,11440
768,1001171,서울 마포구 공덕역_2,11440
769,1001172,어린이대공원역,11215
770,1000052,녹사평대로32길,11170
771,1000053,녹사평대로40나길,11170
772,1000055,대사관로34길,11170
773,1000133,긴고랑로20길,11215
774,1000201,장한로5길,11230
775,1000202,장한로8길,11230
776,1000203,전농로29길,11230
777,1001343,장위전통시장,11290
778,1001344,번동시장,11290
779,1000054,녹사평대로46길,11170
780,1001345,새석관시장,11290
781,1001347,석관황금시장,11290
782,1001352,번동북부골목시장,11305
783,1001353,수유전통시장,11305
784,1001342,밤나무골시장,11290
785,1001354,우이시장,11305
786,1001355,강북종합시장,11305
787,1001346,석관시장,11290
788,1001356,수유중앙시장,11305
789,1001193,장한평역_1,11230
790,1001194,서울 강서구 발산역,11500
791,1001195,왕십리역_2,11200
792,1001196,시청역_1,11140
793,1001247,미아사거리_2,11290
794,1001248,서울 은평구 불광역_1,11380
795,1001218,동대문시장_2,11110
796,1001219,서울 종로구 동대문역_1,11110
797,1001249,서울 은평구 불광역_2,11380
798,1001250,서울 은평구 불광역_3,11380
799,1001121,영등포역_3,11560
800,1001122,여의도 시범아파트앞,11560
801,1001081,서울 강남구 역삼역_2,11680
802,1001161,건대입구역,11215
803,1001162,서울 광진구 건대입구역_1,11215
804,1001163,서울 강동구 천호역_2,11740
805,1001164,서울 마포구 마포역_1,11440
806,1000128,광나루로24길,11215
807,1000129,광나루로36길,11215
808,1000130,광나루로37길,11215
809,1001160,서울 광진구 구의역,11215
810,1000131,광나루로40길,11215
811,1000048,퇴계로8길,11140
812,1000049,퇴계로90길,11140
813,1000050,녹사평대로11길,11170
814,1000051,녹사평대로26길,11170
815,1001362,백운시장,11320
816,1001363,쌍문역골목시장,11320
817,1001364,방학동도깨비시장,11320
818,1001365,공릉동도깨비시장,11350
819,1001366,상계시장,11350
820,1001367,상계중앙시장,11350
821,1001399,경창시장,11470
822,1001400,신월3동골목시장,11470
823,1001401,신곡종합시장,11470
824,1001402,신월6동골목시장,11470
825,1001481,명일골목시장,11740
826,1001158,당산역_2,11560
827,1001159,서울 강동구 천호역,11710
828,1001209,서울시청,11140
829,1001210,시청역_2,11140
830,1001212,서대문구 서대문역_1,11110
831,1001213,종각역 젊음의 거리,11110
832,1001214,종각역,11110
833,1001215,서울 종로구 광화문역_1,11110
834,1001216,서울 종로구 종로3가역_1,11110
835,1001211,동대문시장_1,11140
836,1000194,이문로42길,11230
837,1000256,용마산로100길,11260
838,1000257,용마산로112길,11260
839,1000258,용마산로118길,11260
840,1000228,동일로100길,11260
841,1000306,창경궁로43길,11290
842,1000460,대흥로28길,11440
843,1000010,성균관로5길,11110
844,1000011,숭인동길,11110
845,1000012,옥인길,11110
846,1000013,율곡로10길,11110
847,1000014,율곡로16길,11110
848,1000015,이화장길,11110
849,1000044,퇴계로12길,11140
850,1000045,퇴계로18길,11140
851,1000046,퇴계로46길,11140
852,1000145,뚝섬로24길,11215
853,1000538,오목로3길,11470
854,1000539,오목로5길,11470
855,1000540,은행정로5길,11470
856,1000532,신목로5길,11470
857,1000760,상도로61길,11590
858,1000761,상도로62길,11590
859,1000411,연서로5길,11380
860,1000412,은평로10길,11380
861,1000413,은평로13길,11380
862,1000759,상도로47길,11590
863,1000359,도봉로109길,11320
864,1000360,도봉로114길,11320
865,1000874,서초대로8길,11650
866,1000875,신반포로45길,11650
867,1000876,언남길,11650
868,1000877,주흥15길,11650
869,1000878,주흥길,11650
870,1000631,구로동로7길,11530
871,1000663,독산로64길,11545
872,1000664,독산로70길,11545
873,1000535,신월로20길,11470
874,1000536,오목로23길,11470
875,1000537,오목로30길,11470
876,1000348,한천로130길,11305
877,1000349,한천로132길,11305
878,1000317,노해로33길,11305
879,1000338,솔샘로65길,11305
880,1000339,수유로12길,11305
881,1000340,오패산로30길,11305
882,1000330,삼양로27길,11305
883,1000331,삼양로41길,11305
884,1000756,사당로8길,11590
885,1000636,구로중앙로42길,11530
886,1000637,구로중앙로7길,11530
887,1000638,구로중앙로8길,11530
888,1000639,남부순환로97길,11530
889,1000738,대방동2길,11590
890,1000754,사당로2차길,11590
891,1000755,사당로30길,11590
892,1000632,구로동로8길,11530
893,1000733,국사봉1길,11590
894,1000342,오패산로67길,11305
895,1000343,인수봉로56길,11305
896,1000344,인수봉로72길,11305
897,1000345,인수봉로79길,11305
898,1000350,한천로139가길,11305
899,1000351,한천로140길,11305
900,1000318,덕릉로40길,11305
901,1000319,덕릉로41길,11305
902,1000320,도봉로13길,11305
903,1000307,한천로101가길,11290
904,1000308,한천로76길,11290
905,1000332,삼양로54길,11305
906,1000333,삼양로77길,11305
907,1000398,역말로9길,11380
908,1000387,한글비석로24길,11350
909,1000388,한글비석로44길,11350
910,1000281,삼양로8길,11290
911,1000282,성북로8길,11290
912,1000189,서울시립대로4길,11230
913,1000190,약령시로17길,11230
914,1000191,왕산로32길,11230
915,1000192,왕산로33길,11230
916,1000193,왕산로43길,11230
917,1000346,한천로109길,11305
918,1000335,솔매로41길,11305
919,1000336,솔매로45길,11305
920,1000337,솔매로50길,11305
921,1000303,종암로24가길,11290
922,1000304,종암로5길,11290
923,1000305,지봉로20길,11290
924,1000309,화랑로13길,11290
925,1000311,화랑로19길,11290
926,1000312,화랑로1길,11290
927,1000041,장충단로8길,11140
928,1000042,청구로17길,11140
929,1000043,청구로1길,11140
930,1000310,화랑로14길,11290
931,1000389,가좌로7길,11380
932,1000390,갈현로1길,11380
933,1000352,노해로60길,11320
934,1000353,노해로63다길,11320
935,1000529,목동중앙서로7길,11470
936,1000530,목동중앙서로8가길,11470
937,1000531,신목로2길,11470
938,1000118,왕십리로26길,11200
939,1000095,마조로16길,11200
940,1000096,마조로1길,11200
941,1000097,매봉길,11200
942,1000098,무수막길,11200
943,1000099,무학로6길,11200
944,1000100,무학봉28길,11200
945,1000101,무학봉길,11200
946,1000678,시흥대로62가길,11545
947,1000679,시흥대로63길,11545
948,1000714,신길로17길,11560
949,1000715,신길로39길,11560
950,1000716,신길로42가길,11560
951,1000717,신길로42길,11560
952,1000808,법원단지9길,11620
953,1000812,봉천로33길,11620
954,1000813,서림7길,11620
955,1000814,승방길,11620
956,1000928,선릉로18길,11680
957,1000929,압구정로2길,11680
958,1000930,언주로81길,11680
959,1000499,월드컵로16길,11440
960,1000867,사평대로26길,11650
961,1000868,사평대로57길,11650
962,1000869,서초대로15길,11650
963,1000552,가로공원로76가길,11500
964,1000553,가로공원로80길,11500
965,1000624,고척로52길,11530
966,1000006,북촌로11길,11110
967,1000007,북촌로5길,11110
968,1000137,능동로13길,11215
969,1000138,능동로19길,11215
970,1000139,능동로34길,11215
971,1000231,동일로123길,11260
972,1000831,조원중앙로2길,11620
973,1000832,중앙길,11620
974,1000833,청룡8길,11620
975,1000809,법원단지길,11620
976,1000810,복은길,11620
977,1000855,동광로39길,11650
978,1000856,동산로10길,11650
979,1000857,동산로19길,11650
980,1000858,방배천로4안길,11650
981,1000859,마방로2길,11650
982,1000549,지양로7길,11470
983,1000500,월드컵로19길,11440
984,1000576,공항대로55길,11500
985,1000577,공항대로59길,11500
986,1000674,시흥대로150길,11545
987,1000675,시흥대로153길,11545
988,1000676,시흥대로22길,11545
989,1000677,시흥대로36길,11545
990,1000821,신림로65길,11620
991,1000008,북촌로5나길,11110
992,1000009,삼청로5길,11110
993,1000762,서달로10길,11590
994,1000763,서달로14길,11590
995,1000764,서달로15길,11590
996,1000765,서달로8가길,11590
997,1000326,도봉로99길,11305
998,1000327,삼각산로28길,11305
999,1000037,동호로20길,11140
1000,1000038,동호로8길,11140
1001,1000109,성수이로7길,11200
1002,1000110,성수일로6길,11200
1003,1000175,답십리로64길,11230
1004,1000088,고산자로6길,11200
1005,1000089,금호산2길,11200
1006,1000724,여의대방로43나길,11560
1007,1000815,신림동길,11620
1008,1000986,양재대로101길,11740
1009,1000987,양재대로116길,11740
1010,1000988,양재대로124길,11740
1011,1000989,양재대로133길,11740
1012,1000937,학동로56길,11680
1013,1000991,양재대로95길,11740
1014,1000992,양재대로96길,11740
1015,1000993,올림픽로48길,11740
1016,1000994,올림픽로71길,11740
1017,1000995,올림픽로77길,11740
1018,1000996,올림픽로78길,11740
1019,1000997,올림픽로80길,11740
1020,1000328,삼양로20길,11305
1021,1000313,화랑로32길,11290
1022,1000314,화랑로40길,11290
1023,1000382,상계로12길,11350
1024,1000383,상계로1길,11350
1025,1000094,마장로39길,11200
1026,1000167,천호대로129길,11215
1027,1000774,여의대방로46길,11590
1028,1000238,동일로163길,11260
1029,1000239,망우로68길,11260
1030,1000240,망우로73길,11260
1031,1000241,면목로21길,11260
1032,1000242,면목로33길,11260
1033,1000243,면목로45길,11260
1034,1000247,면목로56길,11260
1035,1000990,양재대로91길,11740
1036,1000563,강서로5가길,11500
1037,1000846,강남대로8길,11650
1038,1000647,부일로1길,11530
1039,1000648,새말로18길,11530
1040,1000649,신도림로13길,11530
1041,1000650,오류로8길,11530
1042,1000998,올림픽로98길,11740
1043,1000653,중앙로1길,11530
1044,1000752,사당로26길,11590
1045,1000680,시흥대로68길,11545
1046,1000829,조원로10길,11620
1047,1000519,목동동로12길,11470
1048,1000520,목동동로8길,11470
1049,1000521,목동로19길,11470
1050,1000140,능동로3길,11215
1051,1000141,능동로4길,11215
1052,1000142,동일로18길,11215
1053,1000143,동일로24길,11215
1054,1000144,뚝섬로23길,11215
1055,1000732,영신로9길,11560
1056,1000554,강서로15길,11500
1057,1000555,강서로17가길,11500
1058,1000556,강서로18길,11500
1059,1000216,한천로40길,11230
1060,1000168,경희대로3길,11230
1061,1000169,경희대로4길,11230
1062,1000170,난계로30길,11230
1063,1000022,창신2길,11110
1064,1000651,우마길,11530
1065,1000616,개봉로3길,11530
1066,1000518,목동남로4길,11470
1067,1000492,양화로1길,11440
1068,1000493,양화진길,11440
1069,1000494,와우산로29가길,11440
1070,1000495,와우산로29길,11440
1071,1000496,와우산로3길,11440
1072,1000729,영등포로62길,11560
1073,1000501,월드컵로25길,11440
1074,1000502,월드컵로36길,11440
1075,1000503,월드컵로7길,11440
1076,1000504,월드컵로8길,11440
1077,1000688,당산로31길,11560
1078,1000689,당산로37길,11560
1079,1000830,조원로18길,11620
1080,1000062,우사단로10길,11170
1081,1000063,우사단로14길,11170
1082,1000028,난계로11길,11140
1083,1000029,난계로21길,11140
1084,1000766,성대로1길,11590
1085,1000870,서초대로23길,11650
1086,1000245,면목로49길,11260
1087,1000626,구로동로15길,11530
1088,1000627,구로동로28길,11530
1089,1000628,구로동로38길,11530
1090,1000629,구로동로41길,11530
1091,1000630,구로동로42길,11530
1092,1000871,서초대로25길,11650
1093,1000841,양지길,11620
1094,1000497,월드컵로10길,11440
1095,1000498,월드컵로11길,11440
1096,1000581,국회대로7길,11500
1097,1000816,신림로11길,11620
1098,1000817,신림로28길,11620
1099,1000818,신림로38길,11620
1100,1000819,신림로48길,11620
1101,1000780,관악로10길,11620
1102,1000781,관악로14길,11620
1103,1000938,학동로6길,11680
1104,1000939,학동로77길,11680
1105,1000613,개봉로20길,11530
1106,1000614,개봉로23가길,11530
1107,1000615,개봉로2길,11530
1108,1000533,신목로6길,11470
1109,1000534,신월로15길,11470
1110,1000625,공원로6가길,11530
1111,1000034,동호로10길,11140
1112,1000035,동호로11길,11140
1113,1000036,동호로15길,11140
1114,1000384,상계로9가길,11350
1115,1000217,한천로46길,11230
1116,1000218,휘경로14길,11230
1117,1000219,휘경로23길,11230
1118,1000220,휘경로2길,11230
1119,1000361,도봉로143길,11320
1120,1000362,도봉로147길,11320
1121,1000834,청룡길,11620
1122,1000820,신림로64길,11620
1123,1000483,성미산로32길,11440
1124,1000484,성산로4길,11440
1125,1000847,고무래로8길,11650
1126,1000848,남부순환로317길,11650
1127,1000849,남부순환로325길,11650
1128,1000850,남부순환로339길,11650
1129,1000851,논현로1길,11650
1130,1001004,천호대로170길,11740
1131,1001005,천호대로187길,11740
1132,1000424,증산로17길,11380
1133,1000391,갈현로33길,11380
1134,1000392,갈현로41길,11380
1135,1000385,석계로1길,11350
1136,1000386,한글비석로22길,11350
1137,1000621,고척로21나길,11530
1138,1000622,고척로27길,11530
1139,1000623,고척로27다길,11530
1140,1000862,방배로18길,11650
1141,1000246,면목로55길,11260
1142,1000023,창신5길,11110
1143,1000024,창신길,11110
1144,1000146,뚝섬로48길,11215
1145,1000147,뚝섬로54길,11215
1146,1000148,뚝섬로58길,11215
1147,1000149,뚝섬로64길,11215
1148,1000244,면목로48길,11260
1149,1000542,중앙로25길,11470
1150,1000802,남현3길,11620
1151,1000617,경인로15길,11530
1152,1000618,경인로31길,11530
1153,1000725,여의대방로61길,11560
1154,1000726,영등포로25길,11560
1155,1000727,영등포로27길,11560
1156,1000728,영등포로35길,11560
1157,1000019,종로65길,11110
1158,1000020,지봉로8길,11110
1159,1000021,창경궁로35길,11110
1160,1000414,은평로20길,11380
1161,1000415,은평로3길,11380
1162,1000033,다산로39길,11140
1163,1000561,강서로47길,11500
1164,1000562,강서로47라길,11500
1165,1000837,행운길,11620
1166,1000838,호암로20길,11620
1167,1000839,호암로24길,11620
1168,1000731,영등포로84길,11560
1169,1000822,신사로20길,11620
1170,1000823,신원로3길,11620
1171,1000824,양녕로6길,11620
1172,1000825,은천로25길,11620
1173,1000826,인헌길,11620
1174,1000827,장군봉1길,11620
1175,1000828,장군봉2길,11620
1176,1000947,백제고분로33길,11710
1177,1000948,백제고분로34길,11710
1178,1000582,까치산로4길,11500
1179,1000583,남부순환로11길,11500
1180,1000683,가마산로61길,11560
1181,1000684,경인로77길,11560
1182,1000685,경인로80길,11560
1183,1000686,경인로90길,11560
1184,1000399,연서로11길,11380
1185,1000400,연서로13길,11380
1186,1000401,연서로16길,11380
1187,1000619,경인로35길,11530
1188,1000620,경인로47길,11530
1189,1000283,솔샘로6길,11290
1190,1000284,아리랑로4길,11290
1191,1000030,다산로33길,11140
1192,1000031,다산로36길,11140
1193,1000032,다산로38길,11140
1194,1000080,한강대로52길,11170
1195,1000081,한강대로62길,11170
1196,1000082,한강대로7길,11170
1197,1000083,한강대로88길,11170
1198,1000084,한남대로20길,11170
1199,1000478,모래내로7길,11440
1200,1000479,방울내로9안길,11440
1201,1000480,백범로16길,11440
1202,1000481,성미산로11길,11440
1203,1000482,성미산로1길,11440
1204,1000911,도산대로89길,11680
1205,1000584,등촌로13길,11500
1206,1000687,국회대로56길,11560
1207,1000746,만양로8길,11590
1208,1001000,진황도로47길,11740
1209,1001001,천중로39길,11740
1210,1001002,천중로51길,11740
1211,1001003,천호대로162길,11740
1212,1000690,당산로38길,11560
1213,1000285,안암로5길,11290
1214,1000286,오패산로19길,11290
1215,1000559,강서로45길,11500
1216,1000560,강서로45다길,11500
1217,1000416,은평로8길,11380
1218,1000417,응암로12길,11380
1219,1000418,응암로13길,11380
1220,1000090,금호산길,11200
1221,1000091,둘레9길,11200
1222,1000092,뚝섬로5길,11200
1223,1000093,마장로27길,11200
1224,1000225,공릉로12가길,11260
1225,1000160,자양로26길,11215
1226,1000161,자양로45길,11215
1227,1000863,방배로35길,11650
1228,1000705,도신로60길,11560
1229,1000706,도신로62길,11560
1230,1000707,디지털로37길,11560
1231,1000708,디지털로57길,11560
1232,1000709,디지털로74길,11560
1233,1000801,남현2길,11620
1234,1000448,증가로20가길,11410
1235,1000691,당산로46길,11560
1236,1000803,남현길,11620
1237,1000804,당곡길,11620
1238,1000805,대학14길,11620
1239,1000806,대학길,11620
1240,1000807,미성5길,11620
1241,1000940,거마로20길,11710
1242,1000419,응암로14길,11380
1243,1000420,응암로22길,11380
1244,1000397,수색로18길,11380
1245,1000079,한강대로43길,11170
1246,1000025,통일로12길,11110
1247,1000864,방배로42길,11650
1248,1000865,사임당로17길,11650
1249,1000866,사평대로22길,11650
1250,1000433,통일로87길,11380
1251,1000434,통일로92길,11380
1252,1000408,연서로34길,11380
1253,1000840,양산길,11620
1254,1000640,도림로12길,11530
1255,1000604,화곡로20길,11500
1256,1000605,화곡로31길,11500
1257,1000606,화곡로44나길,11500
1258,1000607,화곡로59길,11500
1259,1000608,화곡로64길,11500
1260,1000710,선유로55길,11560
1261,1000711,선유서로24길,11560
1262,1000949,백제고분로39길,11710
1263,1000950,백제고분로42길,11710
1264,1000951,백제고분로45길,11710
1265,1000952,백제고분로46길,11710
1266,1000953,백제고분로50길,11710
1267,1000954,삼전로13길,11710
1268,1000912,봉은사로109길,11680
1269,1000026,평창길,11110
1270,1000027,필운대로1길,11110
1271,1000458,광성로6길,11440
1272,1000459,대흥로21길,11440
1273,1000087,후암로28길,11170
1274,1000111,송정12라길,11200
1275,1000112,송정4가길,11200
1276,1000113,아차산로11길,11200
1277,1000114,아차산로15길,11200
1278,1000115,아차산로5길,11200
1279,1000116,왕십리로14길,11200
1280,1000117,왕십리로21길,11200
1281,1000775,장승배기로10길,11590
1282,1000642,디지털로27길,11530
1283,1000643,디지털로32가길,11530
1284,1000644,디지털로32길,11530
1285,1000645,부일로11길,11530
1286,1000646,부일로15길,11530
1287,1000745,만양로14길,11590
1288,1000713,선유서로28길,11560
1289,1000776,장승배기로19길,11590
1290,1000777,장승배기로27길,11590
1291,1000778,흑석로13길,11590
1292,1000779,흑석로9길,11590
1293,1000886,강남대로118길,11680
1294,1000887,강남대로136길,11680
1295,1000888,강남대로140길,11680
1296,1000811,봉천로13길,11620
1297,1000004,명륜길,11110
1298,1000005,백석동길,11110
1299,1000287,오패산로3길,11290
1300,1000432,통일로78길,11380
1301,1000195,장한로14길,11230
1302,1000085,회나무로13길,11170
1303,1000086,효창원로39길,11170
1304,1000196,장한로25길,11230
1305,1000134,긴고랑로7길,11215
1306,1000135,긴고랑로8길,11215
1307,1000136,긴고랑로9길,11215
1308,1000585,등촌로39길,11500
1309,1000586,등촌로51길,11500
1310,1000587,등촌로55길,11500
1311,1000588,등촌로5길,11500
1312,1000589,방화대로21길,11500
1313,1000590,방화대로6라길,11500
1314,1000574,공항대로38길,11500
1315,1000575,공항대로42길,11500
1316,1000692,대림로22길,11560
1317,1000693,대림로29길,11560
1318,1000694,대림로31길,11560
1319,1000695,대림로34길,11560
1320,1000696,대림로44길,11560
1321,1000550,화곡로3길,11470
1322,1000551,화곡로4길,11470
1323,1000321,도봉로18길,11305
1324,1000322,도봉로45길,11305
1325,1000323,도봉로67길,11305
1326,1000324,도봉로76길,11305
1327,1000325,도봉로8길,11305
1328,1000421,응암로34길,11380
1329,1000461,도화4길,11440
1330,1000162,자양로50길,11215
1331,1000163,자양로53길,11215
1332,1000164,자양번영로3길,11215
1333,1000165,천호대로109길,11215
1334,1000166,천호대로123길,11215
1335,1000132,광나루로52길,11215
1336,1000301,종암로19길,11290
1337,1000854,동광로1길,11650
1338,1000449,증가로23나길,11410
1339,1000450,증가로6길,11410
1340,1000451,충정로4길,11410
1341,1000452,충정로6길,11410
1342,1000453,통일로11길,11410
1343,1000454,통일로37길,11410
1344,1000455,통일로39길,11410
1345,1000456,홍연길,11410
1346,1000457,홍제내길,11410
1347,1000485,성지3길,11440
1348,1000486,숭문8길,11440
1349,1000487,숭문길,11440
1350,1000462,도화길,11440
1351,1000463,독막로22길,11440
1352,1000464,독막로32길,11440
1353,1000465,독막로8길,11440
1354,1000466,동교로17길,11440
1355,1000001,계동길,11110
1356,1000002,난계로27길,11110
1357,1000003,돈화문로11가길,11110
1358,1000409,연서로3길,11380
1359,1000410,연서로41길,11380
1360,1000393,갈현로7길,11380
1361,1000394,불광천길,11380
1362,1000395,서오릉로21길,11380
1363,1000396,서오릉로8길,11380
1364,1000985,암사길,11740
1365,1000788,낙성대역길,11620
1366,1000789,난곡로24길,11620
1367,1000790,난곡로26길,11620
1368,1000791,난곡로34길,11620
1369,1000792,난곡로74길,11620
1370,1000913,봉은사로29길,11680
1371,1000914,봉은사로43길,11680
1372,1000915,봉은사로57길,11680
1373,1000916,봉은사로68길,11680
1374,1000917,삼성로115길,11680
1375,1000918,삼성로147길,11680
1376,1000919,삼성로57길,11680
1377,1000652,중앙로15길,11530
1378,1001034,서울 서초구 방배역,11650
1379,1001035,매봉역,11680
1380,1001036,문정역,11710
1381,1001037,양재역,11680
1382,1001072,신대방삼거리역,11590
1383,1001063,교대역_4,11650
1384,1001064,대림역_1,11530
1385,1001065,은마아파트입구사거리_1,11680
1386,1001124,서울 영등포구 영등포시장역,11560
1387,1001125,학동사거리_2,11680
1388,1001126,서울 양천구 신정네거리역_2,11470
1389,1001127,서울 영등포구 여의도역_1,11560
1390,1001128,청담사거리_1,11680
1391,1001129,청담사거리_2,11680
1392,1001130,청담역_1,11680
1393,1001131,청담역_2,11680
1394,1001132,영등포유통상가,11560
1395,1001133,청담사거리_3,11680
1396,1001134,서울 영등포구 여의도역_2,11560
1397,1001378,아현가구거리상점가,11410
1398,1001430,영등포전통시장,11560
1399,1001431,영등포청과시장,11560
1400,1001432,도림시장,11560
1401,1001433,영일시장,11560
1402,1001434,양남시장,11560
1403,1001435,대신시장,11560
1404,1001436,사러가시장,11560
1405,1001455,봉일시장,11620
1406,1001456,봉천현대시장,11620
1407,1001457,봉천중앙시장,11620
1408,1001458,인헌시장,11620
1409,1000302,종암로21길,11290
1410,1000259,용마산로94길,11260
1411,1000260,중랑천로10길,11260
1412,1000261,길음로7길,11290
1413,1000262,돌곶이로14길,11290
1414,1000263,돌곶이로22길,11290
1415,1000402,연서로17길,11380
1416,1001135,신사동 가로수길,11680
1417,1001136,오목교역,11470
1418,1001137,서울 강동구 둔촌동역,11740
1419,1001138,압구정 로데오거리_1,11680
1420,1001139,서울 영등포구 영등포구청역,11560
1421,1001140,서울 강남구 압구정역,11680
1422,1001233,서울 종로구 종로3가역_3,11110
1423,1001234,서울 종로구 경복궁역_1,11110
1424,1001235,서울 종로구 안국역_1,11110
1425,1001236,서울 종로구 안국역_2,11110
1426,1001237,서울 종로구 경복궁역_2,11110
1427,1001238,서울 동대문구 청량리역,11230
1428,1001239,디지털미디어시티,11440
1429,1001240,혜화역 대학로_1,11110
1430,1001459,신원시장,11620
1431,1001392,동진시장,11440
1432,1001393,마포농수산물시장,11440
1433,1001379,인왕시장,11410
1434,1001380,포방터시장,11410
1435,1001381,모래내시장,11410
1436,1001382,백련시장,11410
1437,1001383,공덕시장,11440
1438,1001384,마포시장,11440
1439,1001385,아현시장,11440
1440,1001386,신수시장,11440
1441,1001387,서교시장,11440
1442,1001388,영진시장,11440
1443,1001389,합정시장,11440
1444,1001390,망원시장,11440
1445,1000074,청파로47나길,11170
1446,1000075,청파로71길,11170
1447,1000076,청파로73길,11170
1448,1000159,자양로15길,11215
1449,1000125,한림말3길,11200
1450,1000126,한림말길,11200
1451,1000127,광나루로12길,11215
1452,1001141,압구정 로데오거리_2,11680
1453,1001142,국회의사당역_1,11560
1454,1001143,서울 용산구 신용산역,11170
1455,1001144,국회의사당역_2,11560
1456,1001145,용산 전자상가_1,11170
1457,1001146,용산구청,11170
1458,1001147,용산 전자상가_2,11170
1459,1001148,목동사거리,11470
1460,1001149,한남오거리,11170
1461,1001241,혜화역 대학로_2,11110
1462,1001242,혜화역 대학로_3,11110
1463,1001243,서울 성북구 안암역,11290
1464,1001244,경희대학교,11230
1465,1001245,서울 성북구 성신여대입구역,11290
1466,1001246,미아사거리_1,11290
1467,1001204,서울 중구 을지로3가역_1,11140
1468,1001205,동대문역사문화공원역,11140
1469,1001157,서울 강동구 천호역_1,11740
1470,1001391,망원월드컵시장,11440
1471,1001403,신월7동골목시장,11470
1472,1001404,신정제일시장,11470
1473,1001405,신정2동골목시장,11470
1474,1001406,신정3동골목시장,11470
1475,1001394,목2동시장,11470
1476,1001395,목3동시장,11470
1477,1001271,동묘시장,11110
1478,1001359,창동신창시장,11320
1479,1001360,창동골목시장,11320
1480,1001361,신도봉시장,11320
1481,1000403,연서로21길,11380
1482,1000404,연서로27길,11380
1483,1000405,연서로28길,11380
1484,1000406,연서로29길,11380
1485,1000407,연서로33길,11380
1486,1000425,증산로21길,11380
1487,1000047,퇴계로56길,11140
1488,1001150,서울 용산구 이태원역,11170
1489,1001151,용산 전자상가_3,11170
1490,1001152,서울 광진구 강변역,11215
1491,1001153,당산역_1,11560
1492,1001154,용산 전자상가_4,11170
1493,1001155,용산 전자상가_5,11170
1494,1001156,서울 강동구 길동역,11740
1495,1001120,도산공원사거리_1,11680
